id,verein,ist_angekommen,zufriedenheit,action,y
2,Club A,False,[-1,-1,-1,100,97],DRIVING,97
3,Club B,False,[-1,-1,-1,100,91],DRIVING,91
15,Club B,False,[-1,-1,-1,100,91],DRIVING,91
20,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
27,Club A,False,[-1,-1,-1,100,97],DRIVING,97
37,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
43,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
45,Club A,False,[-1,-1,-1,100,97],DRIVING,97
48,Club B,False,[-1,-1,-1,100,91],DRIVING,91
51,Club A,False,[-1,-1,-1,100,97],DRIVING,97
52,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
62,Club B,False,[-1,-1,-1,100,91],DRIVING,91
63,Club A,False,[-1,-1,-1,100,97],DRIVING,97
64,Club B,False,[-1,-1,-1,100,91],DRIVING,91
70,Club B,False,[-1,-1,-1,100,91],DRIVING,91
75,Club A,False,[-1,-1,-1,100,97],DRIVING,97
78,Club B,False,[-1,-1,-1,100,91],DRIVING,91
82,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
87,Neutral,False,[-1,-1,-1,100,94],DRIVING,94
93,Club A,False,[-1,-1,-1,100,97],DRIVING,97
0,Neutral,False,[-1,-1,-1,100,94],WAITING,90
1,Club A,False,[-1,-1,-1,100,97],WAITING,95
4,Neutral,False,[-1,-1,-1,100,94],WAITING,90
5,Club A,False,[-1,-1,-1,100,97],WAITING,95
6,Neutral,False,[-1,-1,-1,100,94],WAITING,90
7,Club B,False,[-1,-1,-1,100,91],WAITING,85
8,Club A,False,[-1,-1,-1,100,97],WAITING,95
9,Club A,False,[-1,-1,-1,100,97],WAITING,95
10,Club A,False,[-1,-1,-1,100,97],WAITING,95
11,Club B,False,[-1,-1,-1,100,91],WAITING,85
12,Neutral,False,[-1,-1,-1,100,94],WAITING,90
13,Club B,False,[-1,-1,-1,100,91],WAITING,85
14,Neutral,False,[-1,-1,-1,100,94],WAITING,90
16,Club A,False,[-1,-1,-1,100,97],WAITING,95
17,Club B,False,[-1,-1,-1,100,91],WAITING,85
18,Club B,False,[-1,-1,-1,100,91],WAITING,85
19,Club A,False,[-1,-1,-1,100,97],WAITING,95
21,Club A,False,[-1,-1,-1,100,97],WAITING,95
22,Neutral,False,[-1,-1,-1,100,94],WAITING,90
23,Neutral,False,[-1,-1,-1,100,94],WAITING,90
24,Club A,False,[-1,-1,-1,100,97],WAITING,95
25,Club B,False,[-1,-1,-1,100,91],WAITING,85
26,Neutral,False,[-1,-1,-1,100,94],WAITING,90
28,Club B,False,[-1,-1,-1,100,91],WAITING,85
29,Club B,False,[-1,-1,-1,100,91],WAITING,85
30,Club B,False,[-1,-1,-1,100,91],WAITING,85
31,Neutral,False,[-1,-1,-1,100,94],WAITING,90
32,Club B,False,[-1,-1,-1,100,91],WAITING,85
33,Neutral,False,[-1,-1,-1,100,94],WAITING,90
34,Club B,False,[-1,-1,-1,100,91],WAITING,85
35,Club A,False,[-1,-1,-1,100,97],WAITING,95
36,Club A,False,[-1,-1,-1,100,97],WAITING,95
38,Club B,False,[-1,-1,-1,100,91],WAITING,85
39,Club B,False,[-1,-1,-1,100,91],WAITING,85
40,Neutral,False,[-1,-1,-1,100,94],WAITING,90
41,Neutral,False,[-1,-1,-1,100,94],WAITING,90
42,Neutral,False,[-1,-1,-1,100,94],WAITING,90
44,Club B,False,[-1,-1,-1,100,91],WAITING,85
46,Club A,False,[-1,-1,-1,100,97],WAITING,95
47,Club A,False,[-1,-1,-1,100,97],WAITING,95
49,Club A,False,[-1,-1,-1,100,97],WAITING,95
50,Neutral,False,[-1,-1,-1,100,94],WAITING,90
53,Club B,False,[-1,-1,-1,100,91],WAITING,85
54,Club A,False,[-1,-1,-1,100,97],WAITING,95
55,Club B,False,[-1,-1,-1,100,91],WAITING,85
56,Club B,False,[-1,-1,-1,100,91],WAITING,85
57,Club B,False,[-1,-1,-1,100,91],WAITING,85
58,Neutral,False,[-1,-1,-1,100,94],WAITING,90
59,Club B,False,[-1,-1,-1,100,91],WAITING,85
60,Neutral,False,[-1,-1,-1,100,94],WAITING,90
61,Club B,False,[-1,-1,-1,100,91],WAITING,85
65,Neutral,False,[-1,-1,-1,100,94],WAITING,90
66,Club B,False,[-1,-1,-1,100,91],WAITING,85
67,Club A,False,[-1,-1,-1,100,97],WAITING,95
68,Club B,False,[-1,-1,-1,100,91],WAITING,85
69,Neutral,False,[-1,-1,-1,100,94],WAITING,90
71,Club B,False,[-1,-1,-1,100,91],WAITING,85
72,Neutral,False,[-1,-1,-1,100,94],WAITING,90
73,Neutral,False,[-1,-1,-1,100,94],WAITING,90
74,Neutral,False,[-1,-1,-1,100,94],WAITING,90
76,Club A,False,[-1,-1,-1,100,97],WAITING,95
77,Neutral,False,[-1,-1,-1,100,94],WAITING,90
79,Neutral,False,[-1,-1,-1,100,94],WAITING,90
80,Neutral,False,[-1,-1,-1,100,94],WAITING,90
81,Neutral,False,[-1,-1,-1,100,94],WAITING,90
83,Club A,False,[-1,-1,-1,100,97],WAITING,95
84,Club A,False,[-1,-1,-1,100,97],WAITING,95
85,Club A,False,[-1,-1,-1,100,97],WAITING,95
86,Club A,False,[-1,-1,-1,100,97],WAITING,95
88,Neutral,False,[-1,-1,-1,100,94],WAITING,90
89,Club B,False,[-1,-1,-1,100,91],WAITING,85
90,Neutral,False,[-1,-1,-1,100,94],WAITING,90
91,Club A,False,[-1,-1,-1,100,97],WAITING,95
92,Club B,False,[-1,-1,-1,100,91],WAITING,85
94,Club B,False,[-1,-1,-1,100,91],WAITING,85
95,Club A,False,[-1,-1,-1,100,97],WAITING,95
96,Club B,False,[-1,-1,-1,100,91],WAITING,85
97,Club B,False,[-1,-1,-1,100,91],WAITING,85
98,Neutral,False,[-1,-1,-1,100,94],WAITING,90
99,Club A,False,[-1,-1,-1,100,97],WAITING,95
0,Neutral,False,[-1,-1,100,94,90],DRIVING,90
1,Club A,False,[-1,-1,100,97,95],DRIVING,95
5,Club A,False,[-1,-1,100,97,95],DRIVING,95
7,Club B,False,[-1,-1,100,91,85],DRIVING,85
11,Club B,False,[-1,-1,100,91,85],DRIVING,85
19,Club A,False,[-1,-1,100,97,95],DRIVING,95
25,Club B,False,[-1,-1,100,91,85],DRIVING,85
32,Club B,False,[-1,-1,100,91,85],DRIVING,85
40,Neutral,False,[-1,-1,100,94,90],DRIVING,90
44,Club B,False,[-1,-1,100,91,85],DRIVING,85
54,Club A,False,[-1,-1,100,97,95],DRIVING,95
56,Club B,False,[-1,-1,100,91,85],DRIVING,85
60,Neutral,False,[-1,-1,100,94,90],DRIVING,90
67,Club A,False,[-1,-1,100,97,95],DRIVING,95
69,Neutral,False,[-1,-1,100,94,90],DRIVING,90
76,Club A,False,[-1,-1,100,97,95],DRIVING,95
80,Neutral,False,[-1,-1,100,94,90],DRIVING,90
83,Club A,False,[-1,-1,100,97,95],DRIVING,95
96,Club B,False,[-1,-1,100,91,85],DRIVING,85
4,Neutral,False,[-1,-1,100,94,90],WAITING,86
6,Neutral,False,[-1,-1,100,94,90],WAITING,86
8,Club A,False,[-1,-1,100,97,95],WAITING,93
9,Club A,False,[-1,-1,100,97,95],WAITING,93
10,Club A,False,[-1,-1,100,97,95],WAITING,93
12,Neutral,False,[-1,-1,100,94,90],WAITING,86
13,Club B,False,[-1,-1,100,91,85],WAITING,79
14,Neutral,False,[-1,-1,100,94,90],WAITING,86
16,Club A,False,[-1,-1,100,97,95],WAITING,93
17,Club B,False,[-1,-1,100,91,85],WAITING,79
18,Club B,False,[-1,-1,100,91,85],WAITING,79
21,Club A,False,[-1,-1,100,97,95],WAITING,93
22,Neutral,False,[-1,-1,100,94,90],WAITING,86
23,Neutral,False,[-1,-1,100,94,90],WAITING,86
24,Club A,False,[-1,-1,100,97,95],WAITING,93
26,Neutral,False,[-1,-1,100,94,90],WAITING,86
28,Club B,False,[-1,-1,100,91,85],WAITING,79
29,Club B,False,[-1,-1,100,91,85],WAITING,79
30,Club B,False,[-1,-1,100,91,85],WAITING,79
